DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
67	__label1__	2	N	Beauty	B0013OJWE2	Neutrogena Micro-Mist Sunless Tanning Spray Medium - 5.3 oz	did not work	I am a brown skin young lady who likes the look of a tan. I had a trip plan to Miami. Not wanting to sit outside in the damaging sun for long periods, I thought I would help my tan by using this product. For three days I used this product following the directions exactly as stated. This product did not work. My skin does not have any hint of a tan.
68	__label1__	4	Y	Kitchen	B00CBVCVLM	Brieftons Spiral Slicer: Stainless Steel Vegetable Spiralizer with Special Japanese Blades and 2 Julienne Sizes, Perfect Spiral Cutter for Low Carb Healthy Vegetable Meals - With Manual, Recipes and Cleaning Brush	Works great!	This is a fun little gadget to use and I'm a happy camper. It works great and as described. I found the short videos easier to understand than the instructions on the accompanied manual, but you don't need any of those to know how to operate this thing. Very pleased with the tool, however I wish they included a few more recipes.
69	__label1__	4	N	Office Products	B000GR80L8	Safco Products 3255BL Onyx Mesh Desktop Organizer with 6 Verical/ 2 Horizontal Sections, Black	it looked exactly like what I had in my mind	When I made this purchase, I thought it was a expensive. But, it looked exactly like what I had in my mind. I was pleasantly shocked when it turned out to be high grade metal construction. It turned out to be an ornamental piece on my desk. There is no doubt in my mind: This will last a lifetime and look good doing it.
70	__label1__	1	N	Health & Personal Care	B0016KX9SI	Formula 303 Maximum Strength Natural Relaxant | 250 Tablets	Better Off Just Drinking A Glass of Wine.,	$50 for some stinky tablets. Nothing, nada, no effect whatsoever. It's taking me awhile to write a review because I was trying to give them time to work. It wasn't until I landed up in the hospital (Not Because Of This Product) that I realized I blew 50 bucks. The Doc asked me all that I was taking and I gladly told him about this product thinking maybe it was the cause of my hospital stay (It was pneumonia) He and the nurse both sensed my fear and promptly me told me they were just glorified vitamins with big cheesy smiles on their faces. OH THE SHAME!!!!
71	__label1__	4	N	Camera	B004J3Y9U6	Canon EOS Rebel T3 Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (discontinued by manufacturer)	Good quality product	It of high quality and matched the exact product description. The camera might be a big tough for beginning digital photographers, but it's wonderful for me. I was familiar with most of the features but the instruction manual taught me several new things I could do.
72	__label1__	1	N	Health & Personal Care	B00D2IUAVQ	Just Potent High Grade Garcinia Cambogia Extract :: 3000mg Per Serving :: 90 Tablets :: Appetite Suppression:: Quality Tested, Quality Assured!	Got my hopes up	I really felt like this product did absolutely nothing n I took it for two months. I'm kinda disappointed. :(
73	__label1__	2	N	Baby	B0006HBS1M	Medela Harmony Manual Breast Pump	skip this and get the motorized pump	honestly skip the hand pump and get a real motorized one... yes they are expensive but have tremendous value.
74	__label1__	4	Y	Health & Personal Care	B00B2YGB9M	Garcinia Cambogia Pure Extract Supplement, 80% HCA, Best Weight Loss Pill for Women & Men, TV Dr Recommended, Natural Appetite Suppressant, Fat Blocker, Works Fast, Top Amazon Reviews, 180 Capsules	I have always struggled with my weight	I am always struggling with my weight. At college I lost the battle. I joined a Fraternity and from there on I gained 32 pounds. It's mostly due to fast food, and beer.<br /><br />I DECIDED to get back on track. I started to run, and do some hitting on a speed bag. With Garcinia Cambogia my appetite dropped and I don't eat as much as I used to.  So far I've lost 6-7 pounds.
75	__label1__	1	N	Sports	B00EZP84O0	Genuine DIYBypass for All AVH Pioneer - Double Pulse - Parking Brake Bypass Video in Motion for AVH-X1600DVD AVH-X2600BT AVH-X3600BHS AVH-X4600BT AVH-X5600BHS AVH-X1500DVD AVH-X2500BT AVH-X3500BHS AVH-X4500BT AVH-X5500BHS AVH-X6500DVD AVH-X7500BT AVH-X8500BHS AVH-P8400BH APPRADIO 2 APPRADIO 3 SPH-DA100 SPH-DA110 SPH-DA210 AVH-4000NEX AVH-100DVD AVH-200BT- Doesn't require programming like PAC TR7	worked for 2 days, then stopped working	This company sent me a email after i purchased this on eBay and asked me to review the product on amazon.  They probably should have asked me first what i thought, but here it goes. I bought it for use with my appradio3 and paid an additional $20 to have it installed. After about 2 days, it would not allow video to display constantly and just kept flashing between the warning message and the video about every 6 or 7 seconds. It was like one second of video followed by 6-7 seconds of warning message. It would do it over and over and got really annoying. I took it back to my installer, and they said it was installed correctly. I had no amps, or other stuff and my car does not need a radio module (older car here with no fancy computer stuff except for new pioneer radio). I agreed to an additional $30 removal to have the bypass bench tested and it did the same thing on the bench. The installer fed power to the blue and black wires, and connected an alarm led to the green wire. It did the same flashing on the bench it did in the car. For $20, i dont want to deal with the hassle of returning it, but it cost me more out of pocket and time to make it worth it. I do not know if the seller should be responsible for this, but i did lose out a lot of money due to their product so I am not sure if I should pursue it. I ended up buying another bypass from another company, and it has worked fine for over a month now. Maybe I just got a bad one or what, but it sucked to have to deal with it. Just my $.02 so take it or leave it. My emails to the company through their website still have went unanswered to date, and its been weeks. I searched online about this and diybypass is really a no-name company so go figure.
76	__label1__	1	N	Grocery	B005DVUTIO	Campbell's Slow Kettle Style Soup, Tomato & Sweet Basil Bisque, 15.5 Ounce (Pack of 8)	not sold	I'm not really sold on the flavor and texture of the contents. When a rather lazy roommate served this, it was a night of hilarity which involved some food throwing. Still, it might just me who is too picky.
77	__label1__	4	N	Kitchen	B0047Y0UQO	Mr. Coffee 12-Cup Programmable Coffeemaker with Water Filtration, SJX33GT	Works well. Makes a great cup fo coffee	I am a coffee drinker and considered a pod machine but what the heck, just one cup? I studied the reviews and decided to go with this one. Have no problem with the plastic smell that some have mentioned. Two small negatives that I do have are the display is not lit and can not see in dim light and the sight gage is on the wrong side for the position I have it on the counter, but I can live with these, it makes a great cup of coffee.
78	__label1__	4	Y	Jewelry	B00FGP2WNC	OOOUSE Retro Bronze Chain Red Heart Vintage Palace Pendant Angel Wings	accessorizing is the key with this	i love the necklace but in order to use them you really need to accessorize and the necklace is really good if you have accessories that can match up to it.<br /><br />it is just fortunate that I have some gothic looking items that can enhance the beauty of this item.
79	__label1__	1	N	Wireless	B004SH9BM4	SODIAL For Apple iPhone 4 Hello Kitty Design Polycarbon Hard Case	cheap	I recently bought this item and the case did not last more than a week.  I should give it more stars but I cannot.  But for the price.  I guess you can't complain!
80	__label1__	3	Y	Video DVD	B0094J4CD4	Tiny Tutor: Letters, Numbers, Shapes & Colors (4 DVDs)	Great for kids, boring for adults	My 19 month old loves these videos, especially the shapes DVD for some reason. She can say circle and star now, and recognizes some others when she plays with her [[ASIN:B0089W1IGG Baby's First Blocks]]. She can also count from one to five, and names a few letters here and there.<br /><br />I give the videos credit that they hold her attention and she has learned a lot from them. They are slow paced and not too flashy like most cartoons on TV. The animations are colorful and the music is decent.<br /><br />However, they get boring for adults to watch. The videos repeat the word over and over again, which gets tiring for me to listen to. In all fairness the repetition definitely helps her to learn faster so I guess I should just deal with it.<br /><br />Pros:<br /><br />* The videos work well.<br />* My daughter loves them.<br /><br />Cons:<br /><br />* Boring for adults to watch.
81	__label1__	4	N	Tools	B0001IW518	Stanley 84-102 8-Inch Long Nose Plier	Good product	Used it in the last few days. It is well made and appears to have high strength and<br />does its job well.
82	__label1__	4	N	Kitchen	B0014E0UFQ	Hamilton Beach 4 Slice Cool Touch Toaster	Totally toasty	Toasts bread really nice and looks good on my counter. I haven't had any uneven burns yet and the toaster makes my kitchen look like it has this heavy machinery vibe.
83	__label1__	4	Y	Home	B00HXMGCMS	Lumbar Cushion - Aeris Best Back Pillow for Office Chair - Standard Size Back Pillow for Car Seat with 25" Strap - High Quality Memory Foam Back Cushion with Luxury Machine Washable Purple Plush Velour Cover	Happy! Worth the price!	I love it. It fits really well in the driver's seat. I'm not used to driving long distances that's why I ordered this one for back support. I tried it first on my computer chair and it really feels comfortable. I like the material of the cover made too. It's soft and very nice material. I tried it on the driver's seat as well and it's perfect. It helps me relaxed my back don't need to actually pull the driver's seat forward. I think I made a great decision in buying this Lumbar cushion. The only thing that I'm worried is the durability of this cushion. I think it's good if you don't use it too much because I feel like it's not hard enough not to sag after couple years. I hope I'm wrong. But you know what, it's perfect for the present and for probably the coming whole year.
84	__label1__	4	N	Beauty	B00R5B3POA	Anti Aging Cream For Face - Best Moisturizing Cream and Wrinkle Treatment - Skin Cream for Dry Skin - Filled with Organic Antioxidants + CoQ10 + Hyaluronic Acid + Vitamins - 2oz	Goes on thick but absorbs well and leaves my skin ...	Goes on thick but absorbs well and leaves my skin smooth and soft with a light scent of cucumber. a little goes a long way and too much can feel greasy so start with just a dab or two.
85	__label1__	3	N	Home Improvement	B000GLKBFC	Waterpik NML-603 Flexible Shower Head with Power Spray	very tiny shower head.	This item would have been a nice item however the rain shower head is the first thing I seen an was looking for that item. Big surprise when it arrived a seen this very tiny shower head. What I have standard is bigger. Very disappointed. Returned it.
86	__label1__	4	N	Jewelry	B0069GO032	Sterling Silver Filigree Teardrop Earrings	Very comfortable	These are my &#34;go-to&#34; earrings. Very comfortable and the style is great. The only downside (to me) is the wire is so curved they are a little hard to get on, but I guess that means they won't come out (inadvertently) either.
87	__label1__	4	Y	Health & Personal Care	B0014UAHQW	NOW Foods Rose Hip Seed Oil, 1 ounce	Amazing oil	Of all the natural oils, I believe this is the best and the one every girl needs.<br />Definitely see a difference in my skin after just 3 weeks of use. And the oil smells very pleasant.<br /><br />Absorbs quick into my face. However, I took a star off because of the dispensing method. I hope they have a dropper or pump.
88	__label1__	4	Y	Health & Personal Care	B00FEP9AFW	garcinia cambogia pure	Holidays	The Holidays are here and so are the extra pounds. Need something to help get the extra weight maintain, Been taking this for the last couple of weeks been eating like crazy and no weight gained which is a good sign, but no weight lost either. Maybe after the holidays I will notice the weight loss because I wont be eating as much.
89	__label1__	4	Y	Shoes	B004LBJNI4	Isotoner Men’s Microterry Slip On Slippers,  Medium,  Black	Warm but big	These are odd slippers, they fit great for a day or so and then felt very large. I either shrunk or they stretched out. I have a normal sized foot and they now seem wide and loose. So instead of walking in them I have to shuffle around in them like an old man. For now they will do... I will look around and see what else I can find.
90	__label1__	1	Y	Beauty	B00CWZ0BLE	Leegoal 24 Stand Transparent Plastic Trapezoid Makeup Cosmetic Organizer Display Stand	Cheap and sad looking	This organizer arrived today and as soon as I opened the box I was completely DISAPPOINTED at how cheap it looked. I would have rated it NO STARS if I could have.  I have purchased many many acrylic organizers and this is the first time I have ever so sad about one that I purchased.  I will be returning it tomorrow due to it being extremely poor quality.
91	__label1__	4	N	Health & Personal Care	B00Y763FNM	THERMO-IGNITER WEIGHT LOSS BLEND - Fat Burner - Super Thermogenic Formula with Garcinia Cambogia, Green Tea Extract, Green Coffee Bean Extract - Raspberry Ketone & 5 Other Fat Buster Ingredients - Exclusive Proprietary Formulation - 60 Count - All Natural - Gluten Free - NO ADDITIVES, 100% SAFE, Made in USA, Satisfaction Guaranteed By NOVUS BODY	It burn me from inside.	I can feel how I lose belly fat, It is like magic. I never thought this kind of product exist. After started with some cardio 3 day a week the result are even better. Unreliable result, must try it
92	__label1__	4	N	Health & Personal Care	B001ADL1SG	Crane Drop Shape Ultrasonic Cool Mist Humidifier with 2.3 Gallon output per day	This is a wonderful humidifier!	I have to say that I am pleased with my decision to purchase one of these humidifiers.  The air in my house gets very dry at times and I have woken up to a nose bleed.  That is not a good feeling to waking up to, so I chose to buy one to help with my house and to put moisture in the air.  I can tell a difference in the house already.
93	__label1__	4	Y	Health & Personal Care	B00KD0JEBI	Forskolin 250mg (20% Standardized), 60 Capsules - Pure Coleus Foskohlii Root Extract for Weight Loss, Maximum Potency Extra Strength Diet Pills, Get Slim, Trim and Fit with Dr Belly Buster Supplement - 200cc, 3 oz Bottle	Weight control regimen	The wife in her ever ongoing weight control regimen has landed on this product with it's 250mg of Forskolin. She likes that it is easy to swallow size and no bad after taste. She has not been late night snacking as much as usual and feel's comfortable that she will lose more than 3 pound's than she has lost in the last week.
94	__label1__	4	N	PC	B000A6PPOK	Microsoft Natural Ergonomic Keyboard 4000	buy it now!	The keys! They actually feel mechanical, even though they are membrane. They have a sort of tactile feedback without the noise of springs. I would (almost) argue that they have a better feeling then Cherry MX, but are slightly harder to type on.
95	__label1__	4	N	Health & Personal Care	B00B4E00G0	Durex Pleasure Pack Natural Rubber Premium Latex Condoms, 54 Count	awesome!	My girlfriend and I always use condom because we don't want to mess up.<br />This brand really helps us a lot.<br />I would definitely recommend this!
96	__label1__	4	N	Outdoors	B00363V534	Coleman Green Valley Sleeping Bag	Well worth the money	It was well worth the money. I would definitely order it again. It is heavy and warm. You would love it. The only thing is trying to stick it back in the bag. Warm that is for sure.
97	__label1__	3	N	Kitchen	B0091SFDAO	Rachael Ray Dinnerware Seasons Changing 16-Piece Dinnerware Set	If they will replace...	I thought this was shatter proof my baby (one and a half year old) dropped it to the floor and it broke. Will try customer service and c if they will replace...
98	__label1__	4	N	Beauty	B00J82GB3G	Sleep Mask - Best Contoured Luxury Eye Mask for Sleep, Earplugs Included - Most Comfortable Mask for Men & Women, Girls & Kids, Airline Travelers - Custom Designer Mask Provides the Ultimate Sleep - Blocks Out All Light - Lifetime Guarantee	Pretty Good, Doesn't Ruin Makeup	I enjoy taking a nap when I get home from work. This product not only helps me sleep better, but does so in a way that wont ruin my makeup. The shape of the eyes makes it so that it doesn't even touch your eyelids, so your eye make-up will survive the nap. My only issue with the mask is that light seeps in a bit around the nose.
99	__label1__	2	N	Luggage	B004IUAFDK	Seward Trunk 30-Inch Footlocker with Wheels, Black, One Size	so poorly made	It was so poorly made that it was damaged in getting delivered, twice. I had to keep the second one because my son was going to camp and we needed it right away. Looks nice and rolls nice, but eh box is made of a thin material and rivets were missing and dents. A quality footlocker would have withstood the shipping.
100	__label1__	4	Y	Health & Personal Care	B00KQVDX70	Natural Appetite Control. Healthy. Organic. Slimming. Herbal Extract. Hunger Reducer Suppressant. Metabolism Booster. Weight Loss Supplement. Forskolin 20% Standardized. 60 Capsules. USA.	Like the simplicity but I plan on doing some research on it :)	I haven't been taking it for very long but I'm excited by the simplicity of the ingredients list!  The capsules are labelled as &#34;Veggie Capsules&#34; which is slightly confusing because no where does it list what exactly is in the pills, just &#34;Forskolin Blend&#34; which...could really be anything.  I plan on doing a little more research on this &#34;Coleus Forskohlii root extract&#34; :)<br /><br />Love as always,<br />~Heather
10501	__label2__	5	Y	Office Products	B005VCNRA2	SafeT Sleeves RFID Protectors (Total of 8 Sleeves)	Fits fine inside a money belt	I purchased this product to separate my credit cards in my money belt for my upcoming trip to Europe.  They fit just fine, and offer a peace of mind from electronic theft anywhere you go. Price was well worth it.
10502	__label2__	5	N	Toys	B00ICAKJJW	Power Wheels Nickelodeon Teenage Mutant Ninja Turtles Kawasaki KFX	Great fun for little ones. But be sure you fully charge before use.	This is probably one of the most exciting gifts you can give to a young child. Most kids are fascinated with the concept of driving. So having a little vehicle they can safely maneuver is awesome. We purchased this type of vehicle for all 3 of my kids. Everyone of them was thrilled. In fact, we parked them inside the garage facing forward as though they were &#34;parked&#34;.<br />This one sits a little high, so the child has to climb up to get on it. But they won't mind.<br />I would highly recommend elbow pads and a helmet. Though we've not seen our 4 wheeler turn over on us yet, but there were a couple of times going over some big bumps on the hilly areas that it looked as though it might tip. So steer your kids away from really bumpy areas and stay on mostly level ground. This is not a TRUE 4 wheeler. It is not designed for rough terrain. It is a TOY.<br />When it first arrives at your house, it might be best not to let the little ones know it's there. It has to be partly assembled and charge overnight (you have to plug it in) before it can be used. If you charge it less than the recommended time, the battery will never hold a charge for long.<br />Being that it runs on an oversize battery, it's only good for about 20 minutes of constant riding before it starts to lose some power.
10503	__label2__	5	N	Toys	B0007OTPS2	Ty Beanie Babies Rescue - FDNY Dalmatian Dog	Rescuing Rescue	I lost my stuffed Rescue toy, and was clearly upset when I did. Then, I had the brilliant idea to look on Amazon. This is the cutest little toy ever and if you get it for any child or dog lover I can guarantee they will love it!
10504	__label2__	5	Y	Home Improvement	B008X099V0	Mr. Beams MB982 Wireless Battery Operated Indoor/Outdoor Motion Sensing LED Ceiling Light, White, 2-Pack	Battery operated, indoor or outdoor lights.	I LOVE these lights! Well, maybe that's too strong a statement but I do like them a whole lot.  Simple to install: just insert the batteries (not included), attach the backplate with two screws and attach the light. Sort of like a smoke detector. Motion detector works great, and good lighting.<br /><br />Good customer service if you need to ask a question.
10505	__label2__	5	Y	Tools	B0010O748Q	SE FS374 All-Weather Emergency 2-IN-1 Fire Starter & Magnesium Fuel Bar (Everything you need to start a fire!)	Strike up the band!  Great quality and quick shipping	I ordered four more of these to go in my survival kits. These are quality made and worth the tiny price!  Rick Edwards
10506	__label2__	5	Y	Luggage	B005FKVSS8	Rockland Luggage 17 Inch Rolling Backpack, Pink Dot, Medium	LOVE THIS !	I'm in nursing school and quickly realized if I didn't get a rolling bag I'd have a bad back before I graduated. I got this because I LOVE pink. I've gotten a ton of compliments on it and I use it everyday it's still in great shape. I love this bag and will easily use it after school for traveling.
10507	__label2__	5	N	Health & Personal Care	B000GCLR8Q	Similasan Irritated Eye Relief Drops, .33-Ounce Bottle	I love these eye drops	I live in the desert and have allergies. My eyes tend to get really dry and itchy. I have a habit of rubbing my eyes, which just makes them worse. I've started using these drops when I feel the urge to rub my eyes, and they are great. They are soothing going in and my eyes don't feel dry or itchy for a while afterwards. I probably use them about 3 - 4 times a day, sometimes more when the weather is really dry. Now I just wish they made Similasan sinus drops.
10508	__label2__	4	N	Wireless	B00TSUVMBE	Speck Products MightyShell + FACEPLATE Case for iPhone 6/6S  - Black/Gravel Grey/Slate Grey	solid slim case, drains wallet	I've owned several Speck cases for various phones, and have never been disappointed.  This one is nice and slim and doesn't add too much bulk to the iPhone.  We've unfortunately dropped the phone several times already, even on the concrete garage floor no damage and very minimal scuffing of the case.<br />Camera and buttons are all accessible with no interference from the shell.<br />Comfortable in the hand texture-wise.<br /><br />My only real beef is the price.  It seems customers get bent over the barrel a bit when a new iPhone comes out.  An equivalent new-android phone case can be gotten for less than half the price, and tempered glass screen protectors are routinely under ten bucks.  The &#34;layers of radial impact geometry&#34; seems kind of gimmicky, when the other pure silicon Speck and off-brand cases I've owned have done as well of a job.
10509	__label2__	5	Y	Tools	B002E1AUOE	Streamlight 76160 PolyStinger LED Flashlight without Charger, Yellow	Great flashlight when you need it!	Great to store in the car. Never know when you need it. This light have different modes and throw a light beam at far distance. I'm a big fan of the company and their line of products.
10510	__label2__	5	Y	Automotive	B001DZFZPG	Slime 70005 Safety Spair 7-Minute Flat Tire Repair System	Very Nice kit	I bought this Slime 70005 Safety Spair Tire Repair system to replace my Continental Tire Repair system which had a 2 year expiration date. This system is so much nicer and does not have a use by date so I am guessing it will last longer than the Continental system. In addition the Continental system will damage the Tire Pressure Monitors in your wheel where the Slime system says it will not. It has a nice light and is easy to use. I am hoping I never need it but it is comforting to know I have it in my Corvette which does not have a spare tire. It came fairly quicky and has a nice carry case with a reflective triangle on the back of the case to place while you are fixing the tire.
10511	__label2__	2	N	Baby	B000CSBP3G	BABYBJORN Soft Bib, Green/Yellow, 2 Pack	Not my choice for baby...	I can understand the premise and I like the premise.<br />However, I just don't believe that these bibs are comfortable for baby.<br /><br />While they are not hard, they are not soft.<br /><br />The Oxo Tot Roll Up bib has a truly soft front with a catch for whatever doesn't make it into baby's mouth.  It also has a flat velcro closure as opposed to Babybjorn's plastic snap closure.<br /><br />Babybjorn can be cleaned off easier, while Oxo would need to be washed when truly soiled.<br />But...Oxo can be rolled up for travel.
10512	__label2__	4	N	Watches	B00EABUR7G	Citizen Men's BM7277-50E Drive from Citizen Eco-Drive WDR Watch	World Time	There is no question Citizen and the high quality they have made of their watches over the years. Sadly, though they have faded down a bit because of the Drive 2.0 & 3.0 collections, where they have catered so much on the young, that the appeal of their class has died in the process. But they are trying to make a returning stance in great appeal watches. This WDR Eco-Drive watch is definitely a great return to the appeal Citizen had been known for throughout the years. What I also like about the watch is the excellent illumination on the hands, and the globe-style face on the watch. It definitely stands up very well. It is a elequent piece that looks great, and keeps great time on the wrist, without much worry. I suggest you go for this dark-tone piece, and see why Citizen for years has been known as being a world class.<br /><br />Price: B<br /><br />Setup & Comfort: B 1/2-<br /><br />Overall: B
10513	__label2__	4	N	Watches	B005HPJZWC	Seiko Sportura Black Dial Black Leather Band Mens Watch	Sport Stop	There is no question why I do like Seiko and the kind of watches they have made over the past several years. Not just in style, but the quality has gotten better with the time they have made with the way we view time. Their Seiko Sportura watches are definitely in the ranking. This watch is a very simple and easy to care leather-strapped watch. I personally like how simple it is to read the stopwatch setting with the comfort of the strap around my wrist. It is a very strong watch that does what it is worth, and protects great  in water. I definitely recommend this watch if you are looking for a great watch that is sporty, and fine like china while telling time. Seiko has done that for years, and the Sportura is definitely following in suit like their other models have.<br /><br />Price: B<br /><br />Comfort: B+<br /><br />Overall: B 1/2+
10514	__label2__	3	N	Office Products	B004E2THRM	Wite-Out EZ Correct Correction Tape, Non-Refillable, 1/6 quot; x 400 quot;, 4/Pack	Not easy to get started	It is not very user friendly to operate. The correction itself is good and not messy, but to get this started and figure out takes time. You need to be skilled. I wish this was easy to operate!
10515	__label2__	5	Y	Lawn and Garden	B001V393E4	Rotary Replacement Air Filter for Briggs & Stratton 697153/697014/697634/698083/795115	Save your self a lot of money!	I can get two filters for the price of one from the Ranch store in town, same thing. I have two riding mowers as I have 5 acres to mow every spring.  Your mower has to breath, this is so important.  So glad I looked on Amazon.  Paying $26.00 for one filter is just a joke.
10516	__label2__	5	Y	Home Improvement	B002UP6Y1M	5# 9 x 3-1/2" Tan Exterior Screws	Dependable high perfromance screws	These screws work great if you dont need stainless steel.  The best features are  what they dont do which is corrode, strip, or snap at the shanks.  I still dont understand the the switch to the star bits, they strip very easily and square drives like these are very hard to find in stores.
10517	__label2__	5	Y	Home Improvement	B00HC1BB1M	200Pcs Solid Brass M2.5x3 3.5OD Embedded Knurled Nut Knurled Thumb Nuts	2.5mm nuts at a very reasonable price	2.5mm knobs seem to be a difficult item to buy in quantities less than a bazillion. These were very reasonably priced and fit my need perfectly.
10518	__label2__	1	Y	Pet Products	B002AI39QW	Epi-Pet Sun Protector Spray for Pets	Dangerous dog sunscreen!!!	Very dangerous dog sunscreen!!! I bought this for my hairless Chinese Crested dog and had to take him to the vet.  Do your homework about dog sunscreens because some have toxic ingredients like this one(Benzophenone-3) which can cause contact eczema & absorbs into the body and does not process out.  Zinc oxide is toxic for dogs.Harmful ingredients are triethanolamine, Imidura, Methyl Paraben, DMDM Hydantoin.  Titanium dioxide is a good ingredient but the SAFEST is organic sunscreens for babies containing sunflower/jojoba seed oils, green tea leaf extracts, calendula flower/gingko leaf extracts, aloe juice, vitamin E, with titanium dioxide.  I'm looking at some brands at a local Whole Foods store which should be good.  Read the label carefully and I hope this helps you choose wisely.
10519	__label2__	5	Y	Luggage	B008BCXLK0	18" Round Duffle Bag Flexible Roll Bag in Black Gym Bag	Great bag	This gym bag is perfect. Its not too big like most are but has room and compartments for everything you need. It is good quality. I would buy again.
10520	__label2__	3	Y	Baby	B009IWNPXK	Infantino Squeeze Pouches, 4-Fl Oz	Great	Not the easiest thing in the world to fill but definitely suit their purpose.  Love that I can make food I know my kids will love and eat vs buying the pricy ones at the store.  Definitely buy the squeeze station.
10521	__label2__	5	N	Lawn and Garden	B00R6Z4R42	GreenWorks Pro GCS80420 80V 18-Inch Cordless Chainsaw, 2Ah Li-Ion Battery and Charger Included	Ten Stars at Least	The saw arrives completely assembled. Included is a chain guard, a user manual and a wrench conveniently stored in the handle of the saw. The battery was not fully charged but nearly so and took a short time to bring it up to a full charge. All I had to do was add some bar and chain oil and the saw was ready to go.<br /><br />There have been a number of storms the past few months and they broke off numerous branches and downed one very large tree. I have been doing some cleanup with a Stihl gas powered saw and a 40 volt Ryobi. They do a fairly nice job on the branches but not so good on the big tree. I slipped on my goggles and hauled this bad boy out to the big tree.  I started of with the trunk size of about 14 inches. This saw was nothing less than amazing as it cut through the tree trunk like a hot knife through butter. I continued until the tree was cut up and then worked on some branches and some trimming. This saw never slowed down and the battery just kept on keeping on.<br /><br />This is now my saw of choice. No more mixing oil and gas for the Stihl and no more charging the battery for the Ryobi. From now on it is just charge the Greenworks battery and keep a supply of bar and chain oil on hand.<br /><br />Yes, this saw does dribble a bit of oil as did the Ryobi and as did every chainsaw I ever owned. That is no big deal. All you need to do is slip some old newspaper or some rags or whatever under the saw when storing it and then check the oil level before the next use and you are good to go.
10522	__label2__	5	Y	Video DVD	B003QF1N7K	Disneynature: Oceans	Wonderful DVD	This DVD is awesome. I love the way that it shows all different kinds of life in the Ocean. Especially that of the Dolphins and the Whales. Finding out about the rays, sharks and many other things that live in the ocean is just as impressive. Just amazing. Simply Wonderful.
10523	__label2__	5	N	Office Products	B00D7NYKYE	Quartet Chalkboard, 8.5 x 11 Inches, Wood Finish Frame (80214)	Perfect for the Kitchen	Roughly the size of a notebook paper, this little chalkboard is incredibly handy.  It mounts easily to any surface with the included double sided tape.  We use it in the kitchen for reminders and little notes.  It is very light weight.  The faux wood edges look nice as well.  We're happy with this product.
10524	__label2__	5	N	PC	B005Q977II	iGadgitz Black EVA Travel Hard Case with Shoulder Strap for Various Asus 10.1" Tablets (Transformer Pad/Infinity/Book/Memo Pad & Vivo Tab)	Better than I expected	Nice, sturdy, hard-sided case. Should offer great protection for day to day usage. I would not try placing heavy items on top of this case, though. It may do fine but why risk it?<br /><br />Construction seems very good.
10525	__label2__	5	Y	Electronics	B0044YPN0A	Mediabridge 16AWG Speaker Wire (100 Feet) - Spooled Design with Sequential Foot Markings - (Part# SW-16X2-100-CL )	It's good wire...	I am amazed at just how much wire goes in to wiring a small room... expect on just over 100' for a 12x12 room if you run it semi-hidden for a 5.1 system. Better get two spools for a 7.1, especially if you have a larger room.
10526	__label2__	1	Y	PC	B003X0BHOW	Dragonpad Elan Folio for Ipad Black	Awful awful scent	Fits the first generation iPad perfectly. No complaints there. It just had this horrible, awful scent that would not go away. I can't even describe it - just smelled like awful, cheap leather and my fingers would reek after touching it. Ended up throwing it out because it was so gross.
10527	__label2__	5	N	Toys	B005FFHUOO	Webkinz Signature Orange Tabby	BEAUTIFUL CAT!!!!	This is probably my FAVORITE webkinz.  It is soft and the color is really pretty.  I HIGHLY HIGHLY recommend it!  However, I bought it at a store for only twenty six bucks.  I don't think its really that educational as opposed to a REAL cat.  But I still REALLY love this stuffed animal!!!
10528	__label2__	5	Y	Office Products	B0007Q3QT4	Panasonic KX-TSC11W Corded Phone with Caller ID, White	Good communication device	This phone is just what I needed, you can see who is calling in, it is light weight and has a nice ring.
